,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
10478,3.6109179126442243,4,1,0.0,0,4,Knits
10479,3.7376696182833684,5,1,0.0,0,4,Knits
10481,3.4011973816621555,1,0,0.0,1,1,Dresses
10482,3.970291913552122,5,1,1.7320508075688772,1,1,Dresses
10484,3.4339872044851463,5,1,1.4142135623730951,0,1,Dresses
10485,4.02535169073515,4,1,2.6457513110645907,0,4,Sweaters
10486,4.04305126783455,5,1,1.7320508075688772,0,1,Dresses
10487,3.5553480614894135,5,1,0.0,1,1,Dresses
10488,3.970291913552122,4,1,0.0,0,4,Knits
10489,3.871201010907891,3,0,2.449489742783178,0,4,Others
10490,4.23410650459726,2,0,1.4142135623730951,2,2,Others
10491,3.912023005428146,5,1,1.7320508075688772,1,4,Blouses
10492,3.4965075614664802,5,1,4.47213595499958,1,1,Dresses
10494,3.9512437185814275,5,1,3.3166247903554,0,1,Dresses
10495,3.6888794541139363,5,1,0.0,0,0,Others
10496,3.7612001156935624,5,1,1.0,2,2,Others
10497,3.5263605246161616,2,0,1.7320508075688772,1,1,Dresses
10498,3.1780538303479458,2,0,1.4142135623730951,1,1,Dresses
10499,3.8066624897703196,4,1,0.0,0,1,Dresses
10500,3.6635616461296463,3,0,2.23606797749979,2,2,Others
10501,3.8066624897703196,5,1,1.0,2,2,Others
10502,3.6635616461296463,2,0,1.4142135623730951,1,1,Dresses
10503,3.4657359027997265,5,1,0.0,0,0,Others
10504,3.4965075614664802,4,1,0.0,1,1,Dresses
10505,3.7376696182833684,5,1,0.0,1,1,Dresses
10506,3.8501476017100584,2,0,2.8284271247461903,0,4,Sweaters
10507,3.6635616461296463,5,1,1.0,1,1,Dresses
10508,3.6635616461296463,5,1,3.3166247903554,1,4,Blouses
10509,3.332204510175204,5,1,1.0,0,1,Dresses
10510,3.8501476017100584,5,1,4.123105625617661,0,1,Dresses
10512,3.58351893845611,4,1,1.7320508075688772,1,1,Dresses
10513,3.9318256327243257,5,1,0.0,0,4,Knits
10515,3.332204510175204,2,1,1.4142135623730951,2,2,Others
10516,3.258096538021482,4,1,0.0,2,2,Others
10517,3.784189633918261,1,1,0.0,0,1,Dresses
10518,3.367295829986474,5,1,1.7320508075688772,0,4,Knits
10519,3.5263605246161616,2,0,1.0,2,2,Others
10520,3.295836866004329,2,0,3.0,0,4,Others
10521,3.9889840465642745,2,0,1.0,0,4,Knits
10522,3.1780538303479458,5,1,0.0,1,1,Dresses
10523,4.143134726391533,5,1,1.4142135623730951,0,1,Dresses
10524,3.8066624897703196,5,1,1.0,0,0,Others
10525,3.58351893845611,5,1,1.0,1,1,Dresses
10526,3.295836866004329,4,1,0.0,1,1,Dresses
10527,3.7612001156935624,4,1,2.449489742783178,0,1,Dresses
10528,3.8918202981106265,4,1,0.0,0,4,Knits
10529,3.8066624897703196,3,0,3.4641016151377544,0,4,Sweaters
10530,3.4965075614664802,4,0,2.8284271247461903,0,1,Dresses
10531,3.970291913552122,3,0,2.0,0,4,Sweaters
10532,3.8501476017100584,4,1,1.7320508075688772,0,4,Blouses
10533,3.9318256327243257,5,1,2.0,0,4,Blouses
10535,4.007333185232471,5,1,0.0,0,1,Dresses
10536,3.9889840465642745,5,1,0.0,0,0,Others
10537,3.5263605246161616,5,1,1.7320508075688772,0,1,Dresses
10538,3.784189633918261,5,1,1.7320508075688772,1,1,Dresses
10539,4.204692619390966,5,1,3.4641016151377544,0,4,Knits
10540,4.248495242049359,5,1,0.0,0,1,Dresses
10542,3.970291913552122,5,1,0.0,1,1,Dresses
10543,3.8066624897703196,5,1,0.0,0,4,Blouses
10544,3.295836866004329,3,0,1.0,0,4,Knits
10545,3.784189633918261,5,1,1.0,0,5,Others
10546,3.9318256327243257,5,1,2.0,0,1,Dresses
10547,3.258096538021482,5,1,4.242640687119285,0,4,Blouses
10548,3.713572066704308,5,1,1.7320508075688772,0,0,Others
10549,3.4011973816621555,5,1,1.0,0,4,Knits
10550,4.143134726391533,3,1,2.23606797749979,0,4,Knits
10552,3.258096538021482,5,1,0.0,0,0,Others
10553,4.02535169073515,4,1,1.0,0,4,Blouses
10554,4.02535169073515,5,1,2.0,0,1,Dresses
10555,3.58351893845611,5,1,2.0,0,0,Others
10556,3.4657359027997265,5,1,1.0,2,2,Others
10557,4.0943445622221,1,0,1.7320508075688772,2,2,Others
10558,3.6888794541139363,3,1,0.0,0,4,Knits
10559,3.5263605246161616,5,1,2.0,1,1,Dresses
10562,3.871201010907891,5,1,2.0,0,4,Others
10563,3.4011973816621555,3,0,0.0,1,1,Dresses
10564,4.127134385045092,5,1,1.4142135623730951,0,4,Sweaters
10566,4.110873864173311,2,0,2.23606797749979,0,4,Knits
10567,3.9889840465642745,3,1,1.0,0,4,Knits
10569,3.6375861597263857,4,1,0.0,0,4,Sweaters
10570,3.6635616461296463,5,1,1.7320508075688772,0,1,Dresses
10571,3.6635616461296463,4,1,0.0,1,1,Dresses
10572,3.4011973816621555,5,1,0.0,0,4,Knits
10573,3.828641396489095,5,1,1.0,0,4,Sweaters
10575,3.784189633918261,4,1,2.23606797749979,0,4,Sweaters
10576,3.7612001156935624,5,1,3.4641016151377544,1,1,Dresses
10578,3.4339872044851463,5,1,1.4142135623730951,2,2,Others
10579,3.912023005428146,5,1,0.0,1,1,Dresses
10580,3.5263605246161616,5,1,1.4142135623730951,1,1,Dresses
10581,3.8918202981106265,5,1,0.0,1,1,Dresses
10582,4.07753744390572,5,1,1.0,0,0,Others
10583,4.1588830833596715,5,1,8.06225774829855,0,1,Dresses
10585,3.4657359027997265,5,1,0.0,1,4,Others
10586,3.6109179126442243,5,1,0.0,0,1,Dresses
10587,3.6635616461296463,5,1,0.0,0,1,Dresses
10588,3.258096538021482,5,1,1.0,0,0,Others
10589,3.8066624897703196,5,1,1.4142135623730951,0,4,Sweaters
10590,3.332204510175204,5,1,2.6457513110645907,0,1,Dresses
10591,4.110873864173311,3,1,3.7416573867739413,0,1,Dresses
10593,3.5263605246161616,4,1,0.0,0,1,Dresses
10594,3.8066624897703196,5,1,3.0,0,4,Knits
10595,3.091042453358316,5,1,1.7320508075688772,1,0,Others
10596,3.6375861597263857,5,1,1.0,1,0,Pants
10597,3.784189633918261,4,1,4.358898943540674,0,4,Knits
10598,3.5553480614894135,3,1,0.0,0,0,Others
10600,3.6109179126442243,3,1,1.4142135623730951,1,4,Knits
10601,3.5553480614894135,4,1,2.449489742783178,1,0,Others
10602,3.4965075614664802,5,1,0.0,1,1,Dresses
10604,3.4657359027997265,5,1,2.8284271247461903,0,4,Blouses
10605,3.4339872044851463,3,1,0.0,1,1,Dresses
10606,3.6375861597263857,2,1,1.7320508075688772,0,4,Knits
10607,3.4011973816621555,5,1,0.0,2,2,Others
10608,4.07753744390572,4,1,2.0,1,0,Pants
10609,3.713572066704308,4,1,1.0,1,4,Knits
10610,3.295836866004329,5,1,1.0,0,4,Knits
10611,4.189654742026425,5,1,0.0,2,2,Others
10612,3.9512437185814275,2,0,1.4142135623730951,0,4,Blouses
10613,3.713572066704308,4,1,0.0,0,0,Others
10614,3.970291913552122,4,1,0.0,0,0,Others
10615,3.871201010907891,4,1,1.0,2,2,Others
10616,3.7376696182833684,5,1,0.0,1,0,Pants
10617,4.51085950651685,2,0,1.7320508075688772,0,0,Others
10618,3.367295829986474,4,1,2.0,0,4,Knits
10619,3.828641396489095,5,1,1.7320508075688772,1,0,Pants
10620,3.713572066704308,2,0,1.0,0,4,Blouses
10621,3.5263605246161616,2,0,1.0,0,4,Blouses
10622,3.58351893845611,2,0,2.8284271247461903,1,1,Dresses
10623,3.713572066704308,2,1,0.0,0,4,Knits
10624,3.970291913552122,3,1,2.0,0,4,Knits
10625,3.7376696182833684,3,0,2.449489742783178,0,4,Knits
10626,3.970291913552122,5,1,1.7320508075688772,1,0,Pants
10627,4.189654742026425,3,1,1.0,0,0,Others
10628,4.110873864173311,2,0,0.0,0,4,Knits
10629,3.912023005428146,5,1,2.449489742783178,0,4,Blouses
10630,3.912023005428146,5,1,1.0,0,0,Others
10631,3.5263605246161616,5,1,2.0,1,0,Pants
10632,3.6109179126442243,3,1,1.0,0,4,Knits
10633,3.9318256327243257,4,1,1.7320508075688772,0,4,Knits
10634,3.5553480614894135,5,1,0.0,1,0,Pants
10635,3.6635616461296463,5,1,0.0,1,0,Pants
10636,3.7612001156935624,5,1,1.0,1,4,Knits
10639,3.367295829986474,5,1,0.0,1,0,Pants
10640,3.6888794541139363,1,0,0.0,0,4,Knits
10642,3.4011973816621555,5,1,0.0,0,4,Blouses
10643,3.828641396489095,3,0,0.0,0,4,Knits
10645,3.784189633918261,3,0,1.7320508075688772,0,4,Knits
10646,4.007333185232471,5,1,0.0,0,0,Others
10647,3.258096538021482,3,1,0.0,0,4,Knits
10649,3.6109179126442243,5,1,1.0,1,0,Pants
10650,3.7612001156935624,4,1,1.0,0,4,Knits
10653,3.8066624897703196,5,1,0.0,0,1,Dresses
10654,3.713572066704308,5,1,0.0,0,1,Dresses
10655,3.7376696182833684,5,1,2.449489742783178,0,1,Dresses
10656,3.295836866004329,5,1,0.0,0,1,Dresses
10657,3.4011973816621555,5,1,0.0,0,1,Dresses
10658,3.784189633918261,5,1,0.0,0,1,Dresses
10659,4.02535169073515,5,1,0.0,0,1,Dresses
10660,3.367295829986474,5,1,2.6457513110645907,0,1,Dresses
10661,3.258096538021482,5,1,0.0,0,1,Dresses
10662,3.784189633918261,5,1,2.8284271247461903,0,1,Dresses
10664,3.784189633918261,3,0,3.872983346207417,0,1,Dresses
10665,3.7376696182833684,4,1,1.4142135623730951,1,1,Dresses
10666,4.0943445622221,5,1,1.7320508075688772,0,1,Dresses
10667,3.4011973816621555,5,1,3.0,0,1,Dresses
10668,3.6109179126442243,5,1,1.0,0,1,Dresses
10669,3.6109179126442243,3,1,0.0,0,1,Dresses
10670,3.5263605246161616,5,1,0.0,0,1,Dresses
10671,3.332204510175204,5,1,0.0,0,1,Dresses
10672,3.2188758248682006,4,1,1.7320508075688772,0,1,Dresses
10673,3.8501476017100584,4,1,1.4142135623730951,0,1,Dresses
10674,4.060443010546419,5,1,0.0,0,0,Others
10675,3.6375861597263857,4,1,2.0,0,1,Dresses
10676,3.8066624897703196,5,1,2.0,0,1,Dresses
10677,3.367295829986474,5,1,0.0,1,1,Dresses
10678,3.5553480614894135,5,1,0.0,2,2,Others
10679,3.258096538021482,5,1,1.4142135623730951,0,1,Dresses
10680,3.58351893845611,5,1,1.7320508075688772,1,1,Dresses
10681,3.6635616461296463,5,1,0.0,0,0,Others
10682,3.5263605246161616,5,1,1.4142135623730951,0,1,Dresses
10683,3.4657359027997265,5,1,0.0,0,1,Dresses
10687,3.8066624897703196,5,1,1.4142135623730951,0,1,Dresses
10688,3.4657359027997265,5,1,1.0,0,1,Dresses
10689,3.5263605246161616,5,1,2.23606797749979,0,1,Dresses
10690,3.4657359027997265,5,1,1.0,0,1,Dresses
10691,3.58351893845611,5,1,1.4142135623730951,0,1,Dresses
10693,3.8501476017100584,5,1,0.0,0,1,Dresses
10694,3.2188758248682006,5,1,1.4142135623730951,0,1,Dresses
10695,4.330733340286331,5,1,0.0,0,1,Dresses
10696,4.143134726391533,5,1,0.0,0,1,Dresses
10698,3.912023005428146,3,0,0.0,0,1,Dresses
10700,4.1588830833596715,5,1,1.7320508075688772,0,4,Others
10702,4.007333185232471,5,1,0.0,0,4,Knits
10703,3.4339872044851463,5,1,2.23606797749979,0,1,Dresses
10704,3.4339872044851463,2,0,1.4142135623730951,0,0,Others
10705,3.6635616461296463,3,0,2.6457513110645907,0,1,Dresses
10706,3.7376696182833684,4,0,1.0,1,4,Sweaters
10707,3.4657359027997265,5,1,2.23606797749979,0,1,Dresses
10708,4.0943445622221,5,1,2.8284271247461903,2,2,Others
10709,3.6888794541139363,4,1,1.0,0,1,Dresses
10710,3.258096538021482,5,1,1.7320508075688772,0,1,Dresses
10711,3.970291913552122,5,1,0.0,0,0,Others
10712,3.6635616461296463,5,1,0.0,0,0,Others
10714,4.04305126783455,5,1,2.449489742783178,0,1,Dresses
10715,3.4339872044851463,5,1,2.0,0,1,Dresses
10718,3.367295829986474,2,0,1.0,0,0,Pants
10721,4.110873864173311,5,1,0.0,0,4,Knits
10723,3.4011973816621555,4,1,0.0,0,4,Knits
10724,3.871201010907891,4,1,4.47213595499958,1,0,Others
10725,3.912023005428146,2,0,0.0,1,0,Others
10726,4.127134385045092,4,1,1.7320508075688772,0,0,Others
10727,3.6375861597263857,2,0,0.0,1,0,Others
10730,4.1588830833596715,5,1,1.0,0,0,Others
10731,4.143134726391533,5,1,1.0,0,0,Others
10732,4.1588830833596715,2,0,0.0,0,0,Pants
10733,3.970291913552122,4,1,0.0,0,4,Knits
10735,3.295836866004329,5,1,1.0,0,4,Knits
10736,3.6109179126442243,5,1,0.0,0,0,Others
10737,4.07753744390572,5,1,0.0,0,0,Others
10738,3.8066624897703196,2,0,0.0,0,4,Knits
10739,3.7376696182833684,5,1,3.4641016151377544,0,0,Others
10740,3.713572066704308,5,1,1.4142135623730951,1,0,Pants
10742,3.6635616461296463,5,1,1.0,0,4,Blouses
10743,3.367295829986474,4,1,1.0,0,4,Knits
10746,3.9512437185814275,5,1,0.0,0,0,Others
10747,3.6375861597263857,5,1,0.0,0,0,Pants
10748,4.276666119016055,5,1,3.0,0,0,Others
10749,4.1588830833596715,5,1,4.123105625617661,0,0,Others
10750,3.2188758248682006,4,1,0.0,0,4,Knits
10751,3.5553480614894135,5,1,1.0,2,2,Others
10752,3.7376696182833684,5,1,1.4142135623730951,0,0,Others
10753,3.9889840465642745,4,1,0.0,1,4,Knits
10754,3.6109179126442243,5,1,0.0,0,0,Others
10756,3.6109179126442243,5,1,0.0,0,3,Others
10757,3.5263605246161616,3,1,1.0,1,4,Knits
10759,3.6109179126442243,2,0,2.0,0,0,Others
10760,4.1588830833596715,4,1,1.0,0,0,Others
10761,3.4657359027997265,5,1,0.0,1,4,Knits
10762,3.5553480614894135,4,1,0.0,0,1,Dresses
10763,4.02535169073515,5,1,3.0,1,4,Knits
10764,3.332204510175204,3,0,1.0,0,1,Dresses
10765,3.258096538021482,5,1,0.0,1,4,Knits
10766,3.6635616461296463,3,1,0.0,1,4,Knits
10767,3.7376696182833684,4,1,1.0,0,0,Others
10769,3.091042453358316,5,1,1.0,0,0,Others
10770,4.204692619390966,5,1,1.4142135623730951,0,3,Others
10771,3.258096538021482,5,1,1.4142135623730951,0,3,Others
10772,3.2188758248682006,5,1,0.0,2,2,Others
10775,3.6375861597263857,4,0,1.4142135623730951,1,1,Dresses
10776,3.5263605246161616,5,1,1.0,0,3,Others
10777,3.5263605246161616,5,1,0.0,0,0,Others
10778,3.4657359027997265,4,1,1.4142135623730951,0,0,Others
10779,3.5263605246161616,2,0,0.0,0,4,Knits
10780,4.02535169073515,4,1,0.0,0,3,Others
10781,4.127134385045092,5,1,0.0,0,4,Knits
10782,3.7612001156935624,5,1,0.0,1,1,Dresses
10783,3.828641396489095,3,0,1.7320508075688772,0,4,Others
10785,3.332204510175204,5,1,1.4142135623730951,1,1,Dresses
10786,4.04305126783455,5,1,1.0,1,0,Others
10788,3.871201010907891,5,1,0.0,0,4,Others
10790,3.332204510175204,2,0,0.0,0,4,Others
10791,3.871201010907891,5,1,0.0,0,0,Others
10792,3.258096538021482,4,1,0.0,0,4,Others
10793,3.58351893845611,2,0,1.0,0,1,Dresses
10794,3.6635616461296463,5,1,2.0,0,1,Dresses
10795,3.6635616461296463,5,1,0.0,0,4,Knits
10797,3.7612001156935624,5,1,0.0,2,2,Others
10798,3.367295829986474,3,0,0.0,0,0,Others
10799,3.784189633918261,3,0,0.0,1,1,Dresses
10800,3.2188758248682006,4,1,0.0,0,1,Dresses
10801,3.4011973816621555,5,1,0.0,0,4,Knits
10802,3.5553480614894135,4,1,0.0,2,2,Others
10803,4.02535169073515,5,1,0.0,0,4,Knits
10804,4.204692619390966,5,1,1.0,0,4,Others
10805,4.418840607796598,5,1,1.0,0,1,Dresses
10808,3.5553480614894135,5,1,0.0,0,4,Others
10809,3.7376696182833684,5,1,1.0,0,1,Dresses
10810,3.6635616461296463,5,1,0.0,1,0,Pants
10811,4.189654742026425,5,1,1.0,0,1,Dresses
10812,4.0943445622221,3,1,1.0,0,4,Others
10813,3.58351893845611,5,1,2.6457513110645907,1,0,Pants
10814,3.713572066704308,5,1,0.0,0,1,Dresses
10815,3.970291913552122,4,1,0.0,0,4,Others
10816,3.828641396489095,4,1,1.4142135623730951,0,1,Dresses
10817,4.127134385045092,5,1,0.0,0,4,Others
10819,3.091042453358316,5,1,0.0,1,0,Others
10820,4.0943445622221,1,0,0.0,0,4,Others
10821,3.5263605246161616,5,1,1.7320508075688772,0,1,Dresses
10822,3.4657359027997265,5,1,2.0,0,1,Dresses
10823,4.060443010546419,4,1,2.8284271247461903,1,0,Others
10825,3.5553480614894135,5,1,1.0,0,1,Dresses
10827,3.4965075614664802,4,1,2.23606797749979,0,0,Others
10828,4.04305126783455,5,1,0.0,0,0,Others
10829,4.04305126783455,5,1,0.0,0,1,Dresses
10830,3.367295829986474,5,1,0.0,0,4,Others
10831,3.8066624897703196,5,1,4.123105625617661,0,1,Dresses
10832,2.995732273553991,1,0,0.0,0,1,Dresses
10833,3.4011973816621555,5,1,1.0,0,1,Dresses
10834,3.970291913552122,5,1,3.3166247903554,0,0,Others
10835,3.8501476017100584,5,1,0.0,0,0,Others
10836,4.290459441148391,4,1,1.0,0,1,Dresses
10837,3.6635616461296463,4,1,2.0,0,1,Dresses
10838,3.6635616461296463,5,1,0.0,0,1,Dresses
10839,4.189654742026425,5,1,0.0,0,1,Dresses
10840,3.4965075614664802,5,1,2.23606797749979,0,1,Dresses
10841,3.6888794541139363,3,1,1.7320508075688772,0,1,Dresses
10842,3.6109179126442243,5,1,3.1622776601683795,0,1,Dresses
10844,4.1588830833596715,1,0,3.0,0,1,Dresses
10845,3.4657359027997265,5,1,1.0,0,1,Dresses
10846,3.5263605246161616,5,1,1.0,0,4,Others
10847,4.174387269895637,5,1,0.0,0,1,Dresses
10848,3.5263605246161616,2,0,0.0,2,2,Others
10849,3.871201010907891,4,1,0.0,1,0,Pants
10850,4.110873864173311,5,1,0.0,0,4,Knits
10851,4.23410650459726,3,0,0.0,0,4,Knits
10852,3.5553480614894135,4,1,0.0,1,1,Dresses
10853,3.5553480614894135,5,1,2.6457513110645907,1,1,Dresses
10854,4.04305126783455,5,1,0.0,0,4,Sweaters
10857,3.8066624897703196,5,1,0.0,0,0,Others
10859,3.8066624897703196,5,1,1.0,0,0,Others
10860,3.4965075614664802,4,1,0.0,0,4,Knits
10861,3.871201010907891,4,1,0.0,1,1,Dresses
10863,3.4011973816621555,5,1,0.0,0,4,Knits
10864,4.04305126783455,5,1,1.0,0,0,Others
10865,3.6635616461296463,5,1,0.0,1,1,Dresses
10867,4.110873864173311,5,1,0.0,0,4,Knits
10868,3.6635616461296463,4,1,2.23606797749979,1,1,Dresses
10871,4.02535169073515,5,1,0.0,0,4,Knits
10872,3.784189633918261,5,1,0.0,1,1,Dresses
10873,3.6109179126442243,5,1,1.0,0,1,Dresses
10874,3.2188758248682006,4,1,1.0,0,4,Knits
10876,3.4011973816621555,5,1,0.0,2,2,Others
10877,3.828641396489095,3,0,1.0,1,1,Dresses
10878,3.2188758248682006,5,1,0.0,0,4,Knits
10880,3.8066624897703196,4,1,0.0,0,4,Knits
10882,3.6109179126442243,5,1,1.0,0,4,Knits
10883,4.189654742026425,5,1,1.0,0,4,Knits
10884,3.7376696182833684,5,1,0.0,1,1,Dresses
10885,4.1588830833596715,5,1,0.0,0,3,Others
10886,3.8918202981106265,5,1,1.7320508075688772,1,1,Dresses
10887,3.1354942159291497,5,1,0.0,1,1,Dresses
10888,3.7612001156935624,4,1,0.0,1,1,Dresses
10891,3.6635616461296463,5,1,0.0,1,1,Dresses
10892,3.6635616461296463,5,1,1.0,0,4,Knits
10893,3.6888794541139363,2,0,2.8284271247461903,0,1,Dresses
10894,3.784189633918261,4,1,0.0,0,1,Dresses
10895,3.6109179126442243,5,1,4.0,0,4,Knits
10896,4.174387269895637,4,1,0.0,0,4,Knits
10898,3.258096538021482,2,0,0.0,0,4,Knits
10899,3.713572066704308,5,1,0.0,1,1,Dresses
10900,3.7612001156935624,5,1,1.0,1,1,Dresses
10901,3.6109179126442243,5,1,1.4142135623730951,0,0,Others
10902,4.189654742026425,1,0,0.0,2,2,Others
10904,3.258096538021482,3,1,0.0,0,4,Blouses
10906,3.8501476017100584,5,1,0.0,0,0,Others
10907,3.5263605246161616,5,1,0.0,1,1,Dresses
10910,3.4011973816621555,4,1,0.0,0,1,Dresses
10911,3.5263605246161616,5,1,0.0,1,1,Dresses
10912,3.9512437185814275,4,1,1.0,1,1,Dresses
10913,3.5553480614894135,3,0,0.0,0,0,Others
10914,4.02535169073515,5,1,4.0,0,4,Knits
10917,3.6888794541139363,4,1,0.0,0,4,Knits
10918,3.871201010907891,4,1,1.0,0,3,Others
10919,3.970291913552122,5,1,1.0,0,1,Dresses
10920,4.23410650459726,4,0,0.0,0,1,Dresses
10921,4.02535169073515,5,1,0.0,1,1,Dresses
10922,3.044522437723423,5,1,0.0,1,1,Dresses
10923,3.332204510175204,2,0,1.0,1,1,Dresses
10924,4.02535169073515,5,1,0.0,0,1,Dresses
10925,3.713572066704308,5,1,0.0,0,1,Dresses
10926,3.4965075614664802,4,1,1.7320508075688772,1,1,Dresses
10927,3.6109179126442243,5,1,0.0,0,1,Dresses
10928,3.4965075614664802,3,0,0.0,0,1,Dresses
10929,3.5553480614894135,5,1,1.0,0,1,Dresses
10930,3.4011973816621555,3,0,0.0,0,1,Dresses
10932,3.6635616461296463,4,1,0.0,1,1,Dresses
10933,4.127134385045092,4,1,0.0,0,1,Dresses
10934,3.871201010907891,5,1,0.0,1,1,Dresses
10936,3.7376696182833684,5,1,0.0,1,1,Dresses
10937,3.5553480614894135,5,1,0.0,0,1,Dresses
10938,3.6635616461296463,4,1,0.0,0,1,Dresses
10939,3.6635616461296463,4,1,0.0,1,1,Dresses
10940,4.23410650459726,2,0,2.8284271247461903,1,1,Dresses
10941,3.5263605246161616,5,1,0.0,0,1,Dresses
10942,3.8501476017100584,5,1,0.0,1,1,Dresses
10943,4.248495242049359,5,1,1.4142135623730951,2,2,Others
10944,3.6109179126442243,5,1,0.0,1,1,Dresses
10945,3.6109179126442243,5,1,0.0,2,2,Others
10946,2.995732273553991,5,1,0.0,2,2,Others
10947,3.8501476017100584,4,1,1.4142135623730951,0,1,Dresses
10948,3.2188758248682006,5,1,1.0,1,1,Dresses
10949,3.7612001156935624,3,1,2.23606797749979,0,1,Dresses
10950,4.174387269895637,5,1,0.0,1,1,Dresses
10951,3.9889840465642745,5,1,0.0,0,1,Dresses
10952,3.6109179126442243,4,1,0.0,0,1,Dresses
10953,3.912023005428146,5,1,0.0,0,1,Dresses
10954,3.9512437185814275,5,1,1.7320508075688772,0,1,Dresses
10955,3.7612001156935624,3,0,0.0,1,1,Dresses
10956,3.8918202981106265,2,0,1.4142135623730951,1,1,Dresses
10957,3.4965075614664802,5,1,0.0,0,3,Others
10958,3.5553480614894135,5,1,1.4142135623730951,0,1,Dresses
10959,4.007333185232471,3,1,0.0,0,1,Dresses
10960,3.9512437185814275,5,1,2.8284271247461903,0,0,Pants
10962,3.9512437185814275,5,1,0.0,0,1,Dresses
10963,3.713572066704308,5,1,0.0,1,1,Dresses
10964,3.58351893845611,5,1,0.0,0,1,Dresses
10965,3.58351893845611,4,1,1.4142135623730951,0,1,Dresses
10966,3.8501476017100584,1,0,4.0,0,1,Dresses
10967,3.7376696182833684,1,0,1.4142135623730951,1,1,Dresses
10968,3.6375861597263857,5,1,1.7320508075688772,1,1,Dresses
10969,3.4965075614664802,3,0,1.0,0,0,Others
10971,4.110873864173311,5,1,0.0,0,1,Dresses
10972,4.02535169073515,5,1,0.0,0,4,Sweaters
10973,3.58351893845611,5,1,1.4142135623730951,2,2,Others
10974,3.8501476017100584,3,0,1.0,1,1,Dresses
10976,3.044522437723423,5,1,0.0,1,1,Dresses
10977,4.189654742026425,5,1,0.0,0,1,Dresses
10978,3.7612001156935624,5,1,1.0,0,0,Others
10979,3.6375861597263857,2,0,1.0,1,1,Dresses
10980,3.6109179126442243,5,1,2.449489742783178,1,1,Dresses
10981,3.713572066704308,5,1,0.0,1,1,Dresses
10982,3.091042453358316,3,0,0.0,2,2,Others
10983,4.31748811353631,5,1,0.0,1,1,Dresses
10984,3.7612001156935624,5,1,1.4142135623730951,1,1,Dresses
10985,3.713572066704308,3,1,0.0,0,1,Dresses
10986,3.8918202981106265,3,0,1.4142135623730951,1,1,Dresses
10988,3.6888794541139363,5,1,0.0,1,1,Dresses
10990,3.5553480614894135,5,1,0.0,1,1,Dresses
10991,3.7612001156935624,5,1,1.7320508075688772,1,1,Dresses
10992,3.58351893845611,5,1,0.0,0,1,Dresses
10993,3.713572066704308,4,1,1.4142135623730951,1,1,Dresses
10994,4.0943445622221,2,0,0.0,0,1,Dresses
10995,3.7376696182833684,4,1,0.0,2,2,Others
10996,3.58351893845611,4,1,1.7320508075688772,1,1,Dresses
10997,3.828641396489095,2,0,2.0,2,2,Others
10998,3.4965075614664802,5,1,1.4142135623730951,0,0,Others
10999,3.6635616461296463,5,1,1.7320508075688772,0,1,Dresses
11000,3.871201010907891,5,1,0.0,0,1,Dresses
11001,3.784189633918261,3,0,1.7320508075688772,0,1,Dresses
11002,3.5263605246161616,5,1,1.0,0,3,Others
11003,3.258096538021482,5,1,0.0,0,1,Dresses
11004,3.784189633918261,5,1,0.0,0,1,Dresses
11005,3.6635616461296463,5,1,1.0,0,0,Others
11006,3.4657359027997265,4,1,0.0,1,1,Dresses
11007,3.5553480614894135,5,1,1.4142135623730951,1,1,Dresses
11008,3.5553480614894135,5,1,0.0,0,1,Dresses
11009,3.1780538303479458,5,1,0.0,2,2,Others
11011,3.4657359027997265,5,1,1.4142135623730951,0,1,Dresses
11013,4.060443010546419,5,1,2.0,0,1,Dresses
11014,4.174387269895637,2,1,0.0,0,4,Blouses
11015,4.02535169073515,5,1,4.0,1,1,Dresses
11016,3.6888794541139363,5,1,1.4142135623730951,0,1,Dresses
11017,3.9318256327243257,5,1,0.0,0,1,Dresses
11018,3.367295829986474,3,1,0.0,0,1,Dresses
11019,3.9318256327243257,2,0,3.1622776601683795,1,0,Others
11020,3.6888794541139363,5,1,2.449489742783178,0,4,Knits
11024,4.1588830833596715,1,0,1.4142135623730951,1,0,Others
11026,4.189654742026425,2,0,2.449489742783178,1,4,Blouses
11027,3.295836866004329,5,1,2.0,1,4,Blouses
11029,3.5553480614894135,4,1,0.0,0,4,Knits
11030,3.8918202981106265,5,1,1.0,0,4,Knits
11031,4.189654742026425,1,0,0.0,0,4,Blouses
11032,4.1588830833596715,5,1,0.0,0,4,Knits
11034,3.332204510175204,5,1,1.0,0,4,Knits
11035,3.970291913552122,3,1,0.0,0,1,Dresses
11036,4.127134385045092,4,1,1.4142135623730951,0,1,Dresses
11037,3.58351893845611,5,1,1.0,1,0,Pants
11038,3.9318256327243257,5,1,2.8284271247461903,1,4,Blouses
11039,3.5263605246161616,2,0,0.0,0,1,Dresses
11040,3.4011973816621555,3,1,1.0,1,0,Pants
11041,4.343805421853684,5,1,2.23606797749979,1,0,Pants
11042,3.828641396489095,5,1,2.0,0,1,Dresses
11043,3.332204510175204,5,1,0.0,0,4,Knits
11044,3.6109179126442243,5,1,2.6457513110645907,0,4,Knits
11045,3.7376696182833684,4,1,0.0,0,1,Dresses
11046,3.6635616461296463,5,1,1.0,0,1,Dresses
11047,3.6635616461296463,5,1,1.0,0,1,Dresses
11048,3.295836866004329,5,1,0.0,1,2,Others
